,SurahNumber,SurahName,Disjoined letters,Nbr of Ayat,Nbr of Letters,Nbr of words,Aya number,Arabic Text,Transliterated Text
1083,7,Al-Aaraf, ,206,47,10,130,ولقد أخذنا آل فرعون بالسنين ونقص من الثمرات لعلهم يذكرون,wl9d a51na al fr3wn balsnyn wn9c mn al0mrat l3lhm y1krwn
1084,7,Al-Aaraf, ,206,94,22,131,فإذا جاءتهم الحسنة قالوا لنا هذه وإن تصبهم سيئة يطيروا بموسى ومن معه ألا إنما طائرهم عند الله ولكن أكثرهم لا يعلمون,fa1a jaathm al7snt 9alwa lna h1h wan tcbhm syat y6yrwa bmwsu wmn m3h ala anma 6aarhm 3nd allh wlkn ak0rhm la y3lmwn
1085,7,Al-Aaraf, ,206,47,12,132,وقالوا مهما تأتنا به من آية لتسحرنا بها فما نحن لك بمؤمنين,w9alwa mhma tatna bh mn ayt lts7rna bha fma n7n lk bmamnyn
1086,7,Al-Aaraf, ,206,80,13,133,فأرسلنا عليهم الطوفان والجراد والقمل والضفادع والدم آيات مفصلات فاستكبروا وكانوا قوما مجرمين,farslna 3lyhm al6wfan waljrad wal9ml wal8fad3 waldm ayat mfclat fastkbrwa wkanwa 9wma mjrmyn
1087,7,Al-Aaraf, ,206,90,23,134,ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل,wlma w93 3lyhm alrjz 9alwa ya mwsu ad3 lna rbk bma 3hd 3ndk lan k2ft 3na alrjz lnamnn lk wlnrsln m3k bny asraayl
1088,7,Al-Aaraf, ,206,43,11,135,فلما كشفنا عنهم الرجز إلى أجل هم بالغوه إذا هم ينكثون,flma k2fna 3nhm alrjz alu ajl hm balgwh a1a hm ynk0wn
1089,7,Al-Aaraf, ,206,60,11,136,فانتقمنا منهم فأغرقناهم في اليم بأنهم كذبوا بآياتنا وكانوا عنها غافلين,fant9mna mnhm fagr9nahm fy alym banhm k1bwa bayatna wkanwa 3nha gaflyn
1090,7,Al-Aaraf, ,206,139,29,137,وأورثنا القوم الذين كانوا يستضعفون مشارق الأرض ومغاربها التي باركنا فيها وتمت كلمت ربك الحسنى على بني إسرائيل بما صبروا ودمرنا ما كان يصنع فرعون وقومه وما كانوا يعرشون,wawr0na al9wm al1yn kanwa yst83fwn m2ar9 alar8 wmgarbha alty barkna fyha wtmt klmt rbk al7snu 3lu bny asraayl bma cbrwa wdmrna ma kan ycn3 fr3wn w9wmh wma kanwa y3r2wn
1091,7,Al-Aaraf, ,206,99,24,138,وجاوزنا ببني إسرائيل البحر فأتوا على قوم يعكفون على أصنام لهم قالوا يا موسى اجعل لنا إلها كما لهم آلهة قال إنكم قوم تجهلون,wjawzna bbny asraayl alb7r fatwa 3lu 9wm y3kfwn 3lu acnam lhm 9alwa ya mwsu aj3l lna alha kma lhm alht 9al ankm 9wm tjhlwn
1092,7,Al-Aaraf, ,206,36,10,139,إن هؤلاء متبر ما هم فيه وباطل ما كانوا يعملون,an halaa mtbr ma hm fyh wba6l ma kanwa y3mlwn
1093,7,Al-Aaraf, ,206,40,9,140,قال أغير الله أبغيكم إلها وهو فضلكم على العالمين,9al agyr allh abgykm alha whw f8lkm 3lu al3almyn
1094,7,Al-Aaraf, ,206,85,18,141,وإذ أنجيناكم من آل فرعون يسومونكم سوء العذاب يقتلون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم,wa1 anjynakm mn al fr3wn yswmwnkm swa al31ab y9tlwn abnaakm wyst7ywn nsaakm wfy 1lkm blaa mn rbkm 34ym
1095,7,Al-Aaraf, ,206,109,23,142,وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين,wwa3dna mwsu 0la0yn lylt watmmnaha b32r ftm my9at rbh arb3yn lylt w9al mwsu la5yh harwn a5lfny fy 9wmy wacl7 wla ttb3 sbyl almfsdyn
1096,7,Al-Aaraf, ,206,165,41,143,ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين,wlma jaa mwsu lmy9atna wklmh rbh 9al rb arny an4r alyk 9al ln trany wlkn an4r alu aljbl fan ast9r mkanh fswf trany flma tjlu rbh lljbl j3lh dka w5r mwsu c39a flma afa9 9al sb7ank tbt alyk wana awl almamnyn
1097,7,Al-Aaraf, ,206,65,15,144,قال يا موسى إني اصطفيتك على الناس برسالاتي وبكلامي فخذ ما آتيتك وكن من الشاكرين,9al ya mwsu any ac6fytk 3lu alnas brsalaty wbklamy f51 ma atytk wkn mn al2akryn
1098,7,Al-Aaraf, ,206,89,20,145,وكتبنا له في الألواح من كل شيء موعظة وتفصيلا لكل شيء فخذها بقوة وأمر قومك يأخذوا بأحسنها سأريكم دار الفاسقين,wktbna lh fy alalwa7 mn kl 2ya mw34t wtfcyla lkl 2ya f51ha b9wt wamr 9wmk ya51wa ba7snha sarykm dar alfas9yn
1099,7,Al-Aaraf, ,206,153,36,146,سأصرف عن آياتي الذين يتكبرون في الأرض بغير الحق وإن يروا كل آية لا يؤمنوا بها وإن يروا سبيل الرشد لا يتخذوه سبيلا وإن يروا سبيل الغي يتخذوه سبيلا ذلك بأنهم كذبوا بآياتنا وكانوا عنها غافلين,sacrf 3n ayaty al1yn ytkbrwn fy alar8 bgyr al79 wan yrwa kl ayt la yamnwa bha wan yrwa sbyl alr2d la yt51wh sbyla wan yrwa sbyl algy yt51wh sbyla 1lk banhm k1bwa bayatna wkanwa 3nha gaflyn
1100,7,Al-Aaraf, ,206,63,13,147,والذين كذبوا بآياتنا ولقاء الآخرة حبطت أعمالهم هل يجزون إلا ما كانوا يعملون,wal1yn k1bwa bayatna wl9aa ala5rt 7b6t a3malhm hl yjzwn ala ma kanwa y3mlwn
1101,7,Al-Aaraf, ,206,89,22,148,واتخذ قوم موسى من بعده من حليهم عجلا جسدا له خوار ألم يروا أنه لا يكلمهم ولا يهديهم سبيلا اتخذوه وكانوا ظالمين,wat51 9wm mwsu mn b3dh mn 7lyhm 3jla jsda lh 5war alm yrwa anh la yklmhm wla yhdyhm sbyla at51wh wkanwa 4almyn
1102,7,Al-Aaraf, ,206,74,18,149,ولما سقط في أيديهم ورأوا أنهم قد ضلوا قالوا لئن لم يرحمنا ربنا ويغفر لنا لنكونن من الخاسرين,wlma s96 fy aydyhm wrawa anhm 9d 8lwa 9alwa lan lm yr7mna rbna wygfr lna lnkwnn mn al5asryn
1103,7,Al-Aaraf, ,206,172,39,150,ولما رجع موسى إلى قومه غضبان أسفا قال بئسما خلفتموني من بعدي أعجلتم أمر ربكم وألقى الألواح وأخذ برأس أخيه يجره إليه قال ابن أم إن القوم استضعفوني وكادوا يقتلونني فلا تشمت بي الأعداء ولا تجعلني مع القوم الظالمين,wlma rj3 mwsu alu 9wmh g8ban asfa 9al basma 5lftmwny mn b3dy a3jltm amr rbkm wal9u alalwa7 wa51 bras a5yh yjrh alyh 9al abn am an al9wm ast83fwny wkadwa y9tlwnny fla t2mt by ala3daa wla tj3lny m3 al9wm al4almyn
1104,7,Al-Aaraf, ,206,46,11,151,قال رب اغفر لي ولأخي وأدخلنا في رحمتك وأنت أرحم الراحمين,9al rb agfr ly wla5y wad5lna fy r7mtk want ar7m alra7myn
1105,7,Al-Aaraf, ,206,69,15,152,إن الذين اتخذوا العجل سينالهم غضب من ربهم وذلة في الحياة الدنيا وكذلك نجزي المفترين,an al1yn at51wa al3jl synalhm g8b mn rbhm w1lt fy al7yat aldnya wk1lk njzy almftryn
1106,7,Al-Aaraf, ,206,59,14,153,والذين عملوا السيئات ثم تابوا من بعدها وآمنوا إن ربك من بعدها لغفور رحيم,wal1yn 3mlwa alsyaat 0m tabwa mn b3dha wamnwa an rbk mn b3dha lgfwr r7ym
1107,7,Al-Aaraf, ,206,63,15,154,ولما سكت عن موسى الغضب أخذ الألواح وفي نسختها هدى ورحمة للذين هم لربهم يرهبون,wlma skt 3n mwsu alg8b a51 alalwa7 wfy ns5tha hdu wr7mt ll1yn hm lrbhm yrhbwn
1108,7,Al-Aaraf, ,206,170,41,155,واختار موسى قومه سبعين رجلا لميقاتنا فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي أتهلكنا بما فعل السفهاء منا إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء أنت ولينا فاغفر لنا وارحمنا وأنت خير الغافرين,wa5tar mwsu 9wmh sb3yn rjla lmy9atna flma a51thm alrjft 9al rb lw 2at ahlkthm mn 9bl wayay athlkna bma f3l alsfhaa mna an hy ala ftntk t8l bha mn t2aa wthdy mn t2aa ant wlyna fagfr lna war7mna want 5yr algafryn
1109,7,Al-Aaraf, ,206,129,30,156,واكتب لنا في هذه الدنيا حسنة وفي الآخرة إنا هدنا إليك قال عذابي أصيب به من أشاء ورحمتي وسعت كل شيء فسأكتبها للذين يتقون ويؤتون الزكاة والذين هم بآياتنا يؤمنون,waktb lna fy h1h aldnya 7snt wfy ala5rt ana hdna alyk 9al 31aby acyb bh mn a2aa wr7mty ws3t kl 2ya fsaktbha ll1yn yt9wn wyatwn alzkat wal1yn hm bayatna yamnwn
1110,7,Al-Aaraf, ,206,222,43,157,الذين يتبعون الرسول النبي الأمي الذي يجدونه مكتوبا عندهم في التوراة والإنجيل يأمرهم بالمعروف وينهاهم عن المنكر ويحل لهم الطيبات ويحرم عليهم الخبائث ويضع عنهم إصرهم والأغلال التي كانت عليهم فالذين آمنوا به وعزروه ونصروه واتبعوا النور الذي أنزل معه أولئك هم المفلحون,al1yn ytb3wn alrswl alnby alamy al1y yjdwnh mktwba 3ndhm fy altwrat walanjyl yamrhm balm3rwf wynhahm 3n almnkr wy7l lhm al6ybat wy7rm 3lyhm al5baa0 wy83 3nhm acrhm walaglal alty kant 3lyhm fal1yn amnwa bh w3zrwh wncrwh watb3wa alnwr al1y anzl m3h awlak hm almfl7wn
1111,7,Al-Aaraf, ,206,141,32,158,قل يا أيها الناس إني رسول الله إليكم جميعا الذي له ملك السماوات والأرض لا إله إلا هو يحيي ويميت فآمنوا بالله ورسوله النبي الأمي الذي يؤمن بالله وكلماته واتبعوه لعلكم تهتدون,9l ya ayha alnas any rswl allh alykm jmy3a al1y lh mlk alsmawat walar8 la alh ala hw y7yy wymyt famnwa ballh wrswlh alnby alamy al1y yamn ballh wklmath watb3wh l3lkm thtdwn
1112,7,Al-Aaraf, ,206,32,8,159,ومن قوم موسى أمة يهدون بالحق وبه يعدلون,wmn 9wm mwsu amt yhdwn bal79 wbh y3dlwn
1113,7,Al-Aaraf, ,206,200,43,160,وقطعناهم اثنتي عشرة أسباطا أمما وأوحينا إلى موسى إذ استسقاه قومه أن اضرب بعصاك الحجر فانبجست منه اثنتا عشرة عينا قد علم كل أناس مشربهم وظللنا عليهم الغمام وأنزلنا عليهم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا أنفسهم يظلمون,w963nahm a0nty 32rt asba6a amma waw7yna alu mwsu a1 asts9ah 9wmh an a8rb b3cak al7jr fanbjst mnh a0nta 32rt 3yna 9d 3lm kl anas m2rbhm w4llna 3lyhm algmam wanzlna 3lyhm almn walslwu klwa mn 6ybat ma rz9nakm wma 4lmwna wlkn kanwa anfshm y4lmwn
1114,7,Al-Aaraf, ,206,93,20,161,وإذ قيل لهم اسكنوا هذه القرية وكلوا منها حيث شئتم وقولوا حطة وادخلوا الباب سجدا نغفر لكم خطيئاتكم سنزيد المحسنين,wa1 9yl lhm asknwa h1h al9ryt wklwa mnha 7y0 2atm w9wlwa 76t wad5lwa albab sjda ngfr lkm 56yaatkm snzyd alm7snyn
1115,7,Al-Aaraf, ,206,73,17,162,فبدل الذين ظلموا منهم قولا غير الذي قيل لهم فأرسلنا عليهم رجزا من السماء بما كانوا يظلمون,fbdl al1yn 4lmwa mnhm 9wla gyr al1y 9yl lhm farslna 3lyhm rjza mn alsmaa bma kanwa y4lmwn
1116,7,Al-Aaraf, ,206,118,27,163,واسألهم عن القرية التي كانت حاضرة البحر إذ يعدون في السبت إذ تأتيهم حيتانهم يوم سبتهم شرعا ويوم لا يسبتون لا تأتيهم كذلك نبلوهم بما كانوا يفسقون,wasalhm 3n al9ryt alty kant 7a8rt alb7r a1 y3dwn fy alsbt a1 tatyhm 7ytanhm ywm sbthm 2r3a wywm la ysbtwn la tatyhm k1lk nblwhm bma kanwa yfs9wn
1117,7,Al-Aaraf, ,206,81,19,164,وإذ قالت أمة منهم لم تعظون قوما الله مهلكهم أو معذبهم عذابا شديدا قالوا معذرة إلى ربكم ولعلهم يتقون,wa1 9alt amt mnhm lm t34wn 9wma allh mhlkhm aw m31bhm 31aba 2dyda 9alwa m31rt alu rbkm wl3lhm yt9wn
1118,7,Al-Aaraf, ,206,79,18,165,فلما نسوا ما ذكروا به أنجينا الذين ينهون عن السوء وأخذنا الذين ظلموا بعذاب بئيس بما كانوا يفسقون,flma nswa ma 1krwa bh anjyna al1yn ynhwn 3n alswa wa51na al1yn 4lmwa b31ab bays bma kanwa yfs9wn
1119,7,Al-Aaraf, ,206,41,11,166,فلما عتوا عن ما نهوا عنه قلنا لهم كونوا قردة خاسئين,flma 3twa 3n ma nhwa 3nh 9lna lhm kwnwa 9rdt 5asayn
1120,7,Al-Aaraf, ,206,80,19,167,وإذ تأذن ربك ليبعثن عليهم إلى يوم القيامة من يسومهم سوء العذاب إن ربك لسريع العقاب وإنه لغفور رحيم,wa1 ta1n rbk lyb30n 3lyhm alu ywm al9yamt mn yswmhm swa al31ab an rbk lsry3 al39ab wanh lgfwr r7ym
1121,7,Al-Aaraf, ,206,77,14,168,وقطعناهم في الأرض أمما منهم الصالحون ومنهم دون ذلك وبلوناهم بالحسنات والسيئات لعلهم يرجعون,w963nahm fy alar8 amma mnhm alcal7wn wmnhm dwn 1lk wblwnahm bal7snat walsyaat l3lhm yrj3wn
1122,7,Al-Aaraf, ,206,172,40,169,فخلف من بعدهم خلف ورثوا الكتاب يأخذون عرض هذا الأدنى ويقولون سيغفر لنا وإن يأتهم عرض مثله يأخذوه ألم يؤخذ عليهم ميثاق الكتاب أن لا يقولوا على الله إلا الحق ودرسوا ما فيه والدار الآخرة خير للذين يتقون أفلا تعقلون,f5lf mn b3dhm 5lf wr0wa alktab ya51wn 3r8 h1a aladnu wy9wlwn sygfr lna wan yathm 3r8 m0lh ya51wh alm ya51 3lyhm my0a9 alktab an la y9wlwa 3lu allh ala al79 wdrswa ma fyh waldar ala5rt 5yr ll1yn yt9wn afla t39lwn
1123,7,Al-Aaraf, ,206,52,10,170,والذين يمسكون بالكتاب وأقاموا الصلاة إنا لا نضيع أجر المصلحين,wal1yn ymskwn balktab wa9amwa alclat ana la n8y3 ajr almcl7yn
1124,7,Al-Aaraf, ,206,79,19,171,وإذ نتقنا الجبل فوقهم كأنه ظلة وظنوا أنه واقع بهم خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون,wa1 nt9na aljbl fw9hm kanh 4lt w4nwa anh wa93 bhm 51wa ma atynakm b9wt wa1krwa ma fyh l3lkm tt9wn
1125,7,Al-Aaraf, ,206,104,26,172,وإذ أخذ ربك من بني آدم من ظهورهم ذريتهم وأشهدهم على أنفسهم ألست بربكم قالوا بلى شهدنا أن تقولوا يوم القيامة إنا كنا عن هذا غافلين,wa1 a51 rbk mn bny adm mn 4hwrhm 1rythm wa2hdhm 3lu anfshm alst brbkm 9alwa blu 2hdna an t9wlwa ywm al9yamt ana kna 3n h1a gaflyn
1126,7,Al-Aaraf, ,206,64,15,173,أو تقولوا إنما أشرك آباؤنا من قبل وكنا ذرية من بعدهم أفتهلكنا بما فعل المبطلون,aw t9wlwa anma a2rk abaana mn 9bl wkna 1ryt mn b3dhm afthlkna bma f3l almb6lwn
1127,7,Al-Aaraf, ,206,27,5,174,وكذلك نفصل الآيات ولعلهم يرجعون,wk1lk nfcl alayat wl3lhm yrj3wn
1128,7,Al-Aaraf, ,206,64,13,175,واتل عليهم نبأ الذي آتيناه آياتنا فانسلخ منها فأتبعه الشيطان فكان من الغاوين,watl 3lyhm nba al1y atynah ayatna fansl5 mnha fatb3h al2y6an fkan mn algawyn
1129,7,Al-Aaraf, ,206,132,30,176,ولو شئنا لرفعناه بها ولكنه أخلد إلى الأرض واتبع هواه فمثله كمثل الكلب إن تحمل عليه يلهث أو تتركه يلهث ذلك مثل القوم الذين كذبوا بآياتنا فاقصص القصص لعلهم يتفكرون,wlw 2ana lrf3nah bha wlknh a5ld alu alar8 watb3 hwah fm0lh km0l alklb an t7ml 3lyh ylh0 aw ttrkh ylh0 1lk m0l al9wm al1yn k1bwa bayatna fa9cc al9cc l3lhm ytfkrwn
1130,7,Al-Aaraf, ,206,47,9,177,ساء مثلا القوم الذين كذبوا بآياتنا وأنفسهم كانوا يظلمون,saa m0la al9wm al1yn k1bwa bayatna wanfshm kanwa y4lmwn
1131,7,Al-Aaraf, ,206,42,10,178,من يهد الله فهو المهتدي ومن يضلل فأولئك هم الخاسرون,mn yhd allh fhw almhtdy wmn y8ll fawlak hm al5asrwn
1132,7,Al-Aaraf, ,206,122,30,179,ولقد ذرأنا لجهنم كثيرا من الجن والإنس لهم قلوب لا يفقهون بها ولهم أعين لا يبصرون بها ولهم آذان لا يسمعون بها أولئك كالأنعام بل هم أضل أولئك هم الغافلون,wl9d 1rana ljhnm k0yra mn aljn walans lhm 9lwb la yf9hwn bha wlhm a3yn la ybcrwn bha wlhm a1an la ysm3wn bha awlak kalan3am bl hm a8l awlak hm algaflwn
1133,7,Al-Aaraf, ,206,69,14,180,ولله الأسماء الحسنى فادعوه بها وذروا الذين يلحدون في أسمائه سيجزون ما كانوا يعملون,wllh alasmaa al7snu fad3wh bha w1rwa al1yn yl7dwn fy asmaah syjzwn ma kanwa y3mlwn
1134,7,Al-Aaraf, ,206,31,7,181,وممن خلقنا أمة يهدون بالحق وبه يعدلون,wmmn 5l9na amt yhdwn bal79 wbh y3dlwn
1135,7,Al-Aaraf, ,206,40,8,182,والذين كذبوا بآياتنا سنستدرجهم من حيث لا يعلمون,wal1yn k1bwa bayatna snstdrjhm mn 7y0 la y3lmwn
1136,7,Al-Aaraf, ,206,18,5,183,وأملي لهم إن كيدي متين,wamly lhm an kydy mtyn
1137,7,Al-Aaraf, ,206,40,11,184,أولم يتفكروا ما بصاحبهم من جنة إن هو إلا نذير مبين,awlm ytfkrwa ma bca7bhm mn jnt an hw ala n1yr mbyn
1138,7,Al-Aaraf, ,206,88,22,185,أولم ينظروا في ملكوت السماوات والأرض وما خلق الله من شيء وأن عسى أن يكون قد اقترب أجلهم فبأي حديث بعده يؤمنون,awlm yn4rwa fy mlkwt alsmawat walar8 wma 5l9 allh mn 2ya wan 3su an ykwn 9d a9trb ajlhm fbay 7dy0 b3dh yamnwn
